Office of Occupational Statistics and Employment Projections,,,,,,,,,
As of 8/29/2024,,,,,,,,,
O*NET-SOC and National Employment Matrix (NEM) equivalents with Occupational Outlook Handbook coverage,,,,,,,,,
Sort Order,O*NET-SOC Code,O*NET-SOC Title,NEM Code,National Employment Matrix Occupational Title,OOH Profile Code,OOH Profile Title,OOH Occupation Group,OOH Occupation Group (brief),OOH Profile Website
631,41-4011.07,Solar Sales Representatives and Assessors,41-4011,"Sales representatives, wholesale and manufacturing, technical and scientific products",B242,Wholesale and manufacturing sales representatives,Sales,Sales,https://www.bls.gov/OOH/sales/wholesale-and-manufacturing-sales-representatives.htm
632,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",41-4012,"Sales representatives, wholesale and manufacturing, except technical and scientific products",B242,Wholesale and manufacturing sales representatives,Sales,Sales,https://www.bls.gov/OOH/sales/wholesale-and-manufacturing-sales-representatives.htm
633,41-9011.00,Demonstrators and Product Promoters,41-9011,Demonstrators and product promoters,—,—,—,—,—
634,41-9012.00,Models,41-9012,Models,B243,Models,Sales,Sales,https://www.bls.gov/OOH/sales/models.htm
635,41-9021.00,Real Estate Brokers,41-9021,Real estate brokers,B244,Real estate brokers and sales agents,Sales,Sales,https://www.bls.gov/OOH/sales/real-estate-brokers-and-sales-agents.htm
636,41-9022.00,Real Estate Sales Agents,41-9022,Real estate sales agents,B244,Real estate brokers and sales agents,Sales,Sales,https://www.bls.gov/OOH/sales/real-estate-brokers-and-sales-agents.htm
637,41-9031.00,Sales Engineers,41-9031,Sales engineers,B245,Sales engineers,Sales,Sales,https://www.bls.gov/OOH/sales/sales-engineers.htm
638,41-9041.00,Telemarketers,41-9041,Telemarketers,—,—,—,—,—
639,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",41-9091,"Door-to-door sales workers, news and street vendors, and related workers",—,—,—,—,—
640,41-9099.00,"Sales and Related Workers, All Other",41-9099,"Sales and related workers, all other",—,—,—,—,—
641,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,43-1011,First-line supervisors of office and administrative support workers,—,—,—,—,—
642,43-2011.00,"Switchboard Operators, Including Answering Service",43-2011,"Switchboard operators, including answering service",—,—,—,—,—
643,43-2021.00,Telephone Operators,43-2021,Telephone operators,—,—,—,—,—
644,43-2099.00,"Communications Equipment Operators, All Other",43-2099,"Communications equipment operators, all other",—,—,—,—,—
645,43-3011.00,Bill and Account Collectors,43-3011,Bill and account collectors,B246,Bill and account collectors,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/bill-and-account-collectors.htm
646,43-3021.00,Billing and Posting Clerks,43-3021,Billing and posting clerks,B358,Financial clerks,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/financial-clerks.htm
647,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",43-3031,"Bookkeeping, accounting, and auditing clerks",B247,"Bookkeeping, accounting, and auditing clerks",Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/bookkeeping-accounting-and-auditing-clerks.htm
648,43-3041.00,Gambling Cage Workers,43-3041,Gambling cage workers,B358,Financial clerks,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/financial-clerks.htm
649,43-3051.00,Payroll and Timekeeping Clerks,43-3051,Payroll and timekeeping clerks,B358,Financial clerks,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/financial-clerks.htm
650,43-3061.00,Procurement Clerks,43-3061,Procurement clerks,B358,Financial clerks,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/financial-clerks.htm
651,43-3071.00,Tellers,43-3071,Tellers,B248,Tellers,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/tellers.htm
652,43-3099.00,"Financial Clerks, All Other",43-3099,"Financial clerks, all other",—,—,—,—,—
653,43-4011.00,Brokerage Clerks,43-4011,Brokerage clerks,B358,Financial clerks,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/financial-clerks.htm
654,43-4021.00,Correspondence Clerks,43-4021,Correspondence clerks,B359,Information clerks,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/information-clerks.htm
655,43-4031.00,"Court, Municipal, and License Clerks",43-4031,"Court, municipal, and license clerks",B359,Information clerks,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/information-clerks.htm
656,43-4041.00,"Credit Authorizers, Checkers, and Clerks",43-4041,"Credit authorizers, checkers, and clerks",B358,Financial clerks,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/financial-clerks.htm
657,43-4051.00,Customer Service Representatives,43-4051,Customer service representatives,B249,Customer service representatives,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/customer-service-representatives.htm
658,43-4061.00,"Eligibility Interviewers, Government Programs",43-4061,"Eligibility interviewers, government programs",B359,Information clerks,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/information-clerks.htm
659,43-4071.00,File Clerks,43-4071,File clerks,B359,Information clerks,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/information-clerks.htm
660,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",43-4081,"Hotel, motel, and resort desk clerks",B359,Information clerks,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/information-clerks.htm
661,43-4111.00,"Interviewers, Except Eligibility and Loan",43-4111,"Interviewers, except eligibility and loan",B359,Information clerks,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/information-clerks.htm
662,43-4121.00,"Library Assistants, Clerical",43-4121,"Library assistants, clerical",B140,Library technicians and assistants,Education-Training-and-Library,Education and Library,https://www.bls.gov/OOH/education-training-and-library/library-technicians-and-assistants.htm
663,43-4131.00,Loan Interviewers and Clerks,43-4131,Loan interviewers and clerks,B358,Financial clerks,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/financial-clerks.htm
664,43-4141.00,New Accounts Clerks,43-4141,New accounts clerks,B358,Financial clerks,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/financial-clerks.htm
665,43-4151.00,Order Clerks,43-4151,Order clerks,B359,Information clerks,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/information-clerks.htm
666,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",43-4161,"Human resources assistants, except payroll and timekeeping",B359,Information clerks,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/information-clerks.htm
667,43-4171.00,Receptionists and Information Clerks,43-4171,Receptionists and information clerks,B250,Receptionists,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/receptionists.htm
668,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,43-4181,Reservation and transportation ticket agents and travel clerks,B359,Information clerks,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/information-clerks.htm
669,43-4199.00,"Information and Record Clerks, All Other",43-4199,"Information and record clerks, all other",B359,Information clerks,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/information-clerks.htm
670,43-5011.00,Cargo and Freight Agents,43-5011,Cargo and freight agents,—,—,—,—,—
671,43-5011.01,Freight Forwarders,43-5011,Cargo and freight agents,—,—,—,—,—
672,43-5021.00,Couriers and Messengers,43-5021,Couriers and messengers,—,—,—,—,—
673,43-5031.00,Public Safety Telecommunicators,43-5031,Public safety telecommunicators,B252,Public safety telecommunicators,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/police-fire-and-ambulance-dispatchers.htm
674,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",43-5032,"Dispatchers, except police, fire, and ambulance",—,—,—,—,—
675,43-5041.00,"Meter Readers, Utilities",43-5041,"Meter readers, utilities",—,—,—,—,—
676,43-5051.00,Postal Service Clerks,43-5051,Postal service clerks,B253,Postal service workers,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/postal-service-workers.htm
677,43-5052.00,Postal Service Mail Carriers,43-5052,Postal service mail carriers,B253,Postal service workers,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/postal-service-workers.htm
678,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",43-5053,"Postal service mail sorters, processors, and processing machine operators",B253,Postal service workers,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/postal-service-workers.htm
679,43-5061.00,"Production, Planning, and Expediting Clerks",43-5061,"Production, planning, and expediting clerks",B361,Material recording clerks,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/material-recording-clerks.htm
680,43-5071.00,"Shipping, Receiving, and Inventory Clerks",43-5071,"Shipping, receiving, and inventory clerks",B361,Material recording clerks,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/material-recording-clerks.htm
681,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",43-5111,"Weighers, measurers, checkers, and samplers, recordkeeping",B361,Material recording clerks,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/material-recording-clerks.htm
682,43-6011.00,Executive Secretaries and Executive Administrative Assistants,43-6011,Executive secretaries and executive administrative assistants,B254,Secretaries and administrative assistants,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/secretaries-and-administrative-assistants.htm
683,43-6012.00,Legal Secretaries and Administrative Assistants,43-6012,Legal secretaries and administrative assistants,B254,Secretaries and administrative assistants,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/secretaries-and-administrative-assistants.htm
684,43-6013.00,Medical Secretaries and Administrative Assistants,43-6013,Medical secretaries and administrative assistants,B254,Secretaries and administrative assistants,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/secretaries-and-administrative-assistants.htm
685,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",43-6014,"Secretaries and administrative assistants, except legal, medical, and executive",B254,Secretaries and administrative assistants,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/secretaries-and-administrative-assistants.htm
686,43-9021.00,Data Entry Keyers,43-9021,Data entry keyers,—,—,—,—,—
687,43-9022.00,Word Processors and Typists,43-9022,Word processors and typists,—,—,—,—,—
688,43-9031.00,Desktop Publishers,43-9031,Desktop publishers,B256,Desktop publishers,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/desktop-publishers.htm
689,43-9041.00,Insurance Claims and Policy Processing Clerks,43-9041,Insurance claims and policy processing clerks,B358,Financial clerks,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/financial-clerks.htm
690,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",43-9051,"Mail clerks and mail machine operators, except postal service",—,—,—,—,—
691,43-9061.00,"Office Clerks, General",43-9061,"Office clerks, general",B364,General office clerks,Office-and-Administrative-Support,Office and Administrative Support,https://www.bls.gov/OOH/office-and-administrative-support/general-office-clerks.htm
692,43-9071.00,"Office Machine Operators, Except Computer",43-9071,"Office machine operators, except computer",—,—,—,—,—
693,43-9081.00,Proofreaders and Copy Markers,43-9081,Proofreaders and copy markers,—,—,—,—,—
694,43-9111.00,Statistical Assistants,43-9111,Statistical assistants,—,—,—,—,—
695,43-9199.00,"Office and Administrative Support Workers, All Other",43-9199,"Office and administrative support workers, all other",—,—,—,—,—
696,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011,"First-line supervisors of farming, fishing, and forestry workers",—,—,—,—,—
